predictions,labels
23.719824225913563,0
24.60672012081134,0
24.66151064633065,0
24.663146868387674,0
24.692832085063333,0
25.266516096081695,0
25.266663780063148,0
25.30328887232635,0
25.304583644513183,0
25.68947623580444,0
25.7032437218651,0
25.705773031419028,0
25.717024333199298,0
25.71876519745229,0
25.71877690136342,0
25.719191701893536,0
25.719256915031632,0
25.719695518887583,0
25.719910398378854,0
25.969653604460415,0
25.98515046483747,1
26.01762290747079,0
26.0185838511038,0
26.018643697837906,0
26.01880247065312,0
26.019284072241877,0
26.019470092893634,0
26.02802266066586,0
26.03011277077232,0
26.030197657061976,0
26.030250224266382,0
26.03039315864143,0
26.030518062007154,0
26.03062003525045,0
26.039211751220716,0
26.040064652820867,0
26.040505724210455,0
26.04097957202134,0
26.040979592917115,0
26.041042529630456,1
26.041162147787166,1
26.041230320475947,0
26.0413438021592,1
26.0413438021592,1
26.04172523323359,0
26.041866220857706,1
26.189245186144756,1
26.24611451035811,0
26.24759594710496,0
26.256888291618978,0
26.257130057011803,0
26.25761120051524,1
26.257702044384075,1
26.2578108085466,0
26.257834991231082,1
26.274282131935664,0
26.275093632480903,0
26.27570805398345,0
26.276371187037217,1
26.276371187037217,1
26.276371187037217,1
26.277209294333357,0
26.29177787425664,0
26.29202719040271,1
26.292770738786327,1
26.292943080992522,1
26.293119192369918,1
26.293119192369918,1
26.293224652386925,1
26.293324245461474,0
26.293588887182704,0
26.29388946423902,1
26.293984645317252,1
26.294005108078228,1
26.294007001789506,1
26.294007773300798,1
26.29401089441044,1
26.29402039797238,1
26.294024220420596,1
26.294060357836536,1
26.294079329179212,1
26.294136452103825,0
26.294181598303176,0
26.294410410826966,1
26.294449360738806,1
26.29452957110605,0
26.294648125640858,1
26.294648125640858,1
26.294710553903155,1
26.294710553903155,1
26.294710553903155,1
26.294807275569674,0
26.29480858991621,1
26.294847739369292,1
26.294916905479734,0
26.294916905479734,1
26.294936058316004,1
26.29493749520655,1
26.29493749520655,1
26.29493749520655,1
26.29506509238999,1
26.295469221674548,1
26.295524240233153,1
26.295524993417583,0
26.295531509322277,1
26.295531509322277,1
26.29553366376816,0
26.295550356235776,1
26.295550356235776,1
26.295555628423088,1
26.29556053276607,0
26.295561093261355,1
26.295563195116717,0
26.295567328756658,0
26.29556823955709,1
26.29556823955709,1
26.29556823955709,1
26.295583092529093,1
26.29559948666971,1
26.295621100027656,0
26.295637668881835,1
26.30651733399888,1
26.307834361058895,1
26.307834361058895,1
26.307834361058895,1
26.308568785005562,1
26.308568785005562,1
26.308568785005562,1
26.308568785005562,1
26.308568785005562,1
26.30951828176186,1
26.309566973519136,1
26.309961200010118,0
26.310348973530637,1
26.310807027184413,1
26.31083129087154,1
26.31099103973187,1
26.311103501469606,1
26.311143458799087,1
26.311160872640233,1
26.311160872640233,1
26.311284063065408,0
26.311287649464507,1
26.31132725519216,1
26.311344805414112,1
26.311347473444954,1
26.311368436372735,0
26.311595769289436,1
26.311595769289436,1
26.31163624995068,1
26.31163711602003,1
26.311646209716756,0
26.311648703977845,1
26.311685320619958,1
26.311685320619958,1
26.311685320619958,1
26.311685320619958,1
26.31173475334468,0
26.311735723276087,1
26.311784253654157,1
26.31179819587703,1
26.311818667319134,1
26.31185879535228,1
26.311901433411727,1
26.311901433411727,1
26.31190583222999,1
26.311953542960076,1
26.311954062487473,1
26.311955222764652,1
26.311964885932355,0
26.311979311293463,1
26.311979311293463,1
26.311979311293463,1
26.311990948454454,1
26.312003988197436,1
26.312003988197436,1
26.312004507706668,1
26.312017980247397,1
26.312028733946043,1
26.31205394681249,1
26.31205394681249,1
26.31205964388955,1
26.31208388651911,1
26.31225220571549,1
26.31225580702265,1
26.31228008098352,1
26.312295022598015,1
26.31229888349989,1
26.31231929589908,1
26.312343257159483,1
26.31235745367227,1
26.312425439181858,1
26.312425439181858,1
26.312473894430706,1
26.312473894430706,1
26.312473894430706,1
26.312473894430706,1
26.312474915799292,1
26.312474915799292,1
26.31251632389628,1
26.31251959563923,1
26.312522174944583,1
26.3125419610061,1
26.3125419610061,1
26.3125419610061,1
26.31254367474669,1
26.31254367474669,1
26.31254367474669,1
26.31254367474669,1
26.31254367474669,1
26.312546427113684,1
26.312547829260886,1
26.312550460447017,1
26.312557626942816,1
26.312566160911903,1
26.312585790580233,0
26.312591866375822,1
26.312594999468395,1
26.312595432215453,1
26.312595432215453,1
26.312595432215453,1
26.312595432215453,1
26.31259960389043,1
26.312604987237414,1
26.312608068372306,1
26.312619735081878,1
26.312619735081878,1
26.31262122370569,1
26.31264448758056,1
26.312652640233654,1
26.312652640233654,1
26.312652640233654,1
26.312663493057055,1
26.31267379191285,0
26.312676942136413,1
26.312676942136413,1
26.3126814597527,1
26.312716475126397,1
26.312717877108337,1
26.31274501644097,1
26.31275391276926,0
26.312759226308824,1
26.312759243616735,1
26.312759243616735,1
26.312759243616735,1
26.312759243616735,1
26.312759243616735,1
26.312759243616735,1
26.312759243616735,1
26.312759243616735,1
26.312759243616735,1
26.312895969661223,0
26.31296694094585,0
26.312978622058964,0
26.313007296627436,1
26.313020431016163,0
26.313038324048975,0
26.31303834135354,0
26.31305895094489,1
26.313073849886766,0
26.31311351043158,1
26.31313020837146,1
26.31315439841204,1
26.31315439841204,1
26.313154761778655,1
26.313154761778655,1
