predictions,labels
0.0,0
28.412314283439986,0
28.467859125446253,0
29.408316905413475,0
29.43494116434257,0
29.440820069316718,0
29.469760417810296,0
29.920970286174253,0
30.009981169757218,0
30.04890662078887,0
30.052079882106593,0
30.39369299754654,0
30.39432853168277,0
30.39648899699873,0
30.407907845505786,0
30.41299292012927,0
30.425099153500092,0
30.42536618554444,0
30.425387493506346,0
30.43756704134927,0
30.43796441844249,0
30.43837202397605,0
30.43855383175465,0
30.451327012673023,0
30.466003420722288,0
30.66405103466756,0
30.717956774116118,1
30.72100128487261,0
30.72269704365571,0
30.735357048556036,0
30.74235357139791,0
30.745062328623625,0
30.75399337079625,0
30.754001716305133,0
30.755720854173017,0
30.75769358572066,0
30.76252803578145,0
30.763114082803273,0
30.763259978109566,0
30.766380996726888,0
30.769845900984283,0
30.77157277989899,0
30.77202847498306,0
30.773631109590305,1
30.773747266607185,1
30.774788111914724,1
30.77707122184107,0
30.777609000654824,0
30.778998865748374,0
30.787860710191556,0
30.78835504404012,0
30.788544304918076,0
30.788953742079713,1
30.78944011835632,1
30.79005949577919,1
30.79005949577919,1
30.79005949577919,1
30.948096414958346,0
30.95137267220442,0
30.95373463300863,0
30.965219193799644,1
30.973820392197126,1
30.975475069629482,1
30.981647716507915,0
30.98513870463202,1
30.9856397187247,1
30.985658228161682,0
30.989227428948233,1
30.990948161440862,1
30.99204475358207,1
30.992740017594045,1
30.99706789724043,1
30.99706789724043,1
30.99709655060656,0
31.003218387598245,0
31.005153400412443,0
31.005215918100866,0
31.008146051282544,1
31.0096206578404,1
31.01127276611435,1
31.011633228671727,0
31.012285015486018,1
31.013212220225004,1
31.013643027804928,0
31.017651279592595,1
31.017655650304462,0
31.018043696298815,1
31.01837217641958,1
31.0210085622275,0
31.021897879236597,0
31.02324102676716,1
31.024384804042157,0
31.024831668597503,0
31.026523571795313,0
31.02905793958221,1
31.030095606586986,0
31.030223388284707,1
31.030223388284707,1
31.0303405308623,1
31.030768811569462,1
31.031998561190864,1
31.03336198644794,1
31.03343052871269,0
31.033763304562243,1
31.033824093341256,1
31.0338804468387,1
31.0338804468387,1
31.033921915700855,1
31.034197332008464,1
31.034296790120592,1
31.034705250794275,0
31.034793059740252,0
31.034934982145646,1
31.03510670098655,1
31.035127666768492,1
31.03537930449808,0
31.035440044235216,1
31.035845463131803,0
31.03648577020517,1
31.036502673161966,1
31.042679318939122,1
31.04339140267188,0
31.044524861941497,1
31.044524861941497,1
31.044623775439913,1
31.046663998169606,1
31.04722354027177,1
31.04862145526373,0
31.049111583032502,1
31.049799956718946,1
31.05013309621269,1
31.050550416418506,0
31.0517224088527,1
31.05179110903827,1
31.052102901054145,1
31.052607643841153,1
31.05273679121957,1
31.05275805353427,1
31.05318596321493,1
31.053208610996496,1
31.053488256353088,1
