predictions,labels
0.0,0
32.54366371302224,0
32.58023458656087,0
32.823591461801904,0
32.842309448057584,0
32.92472904094828,0
32.931503930312886,0
32.97031800164387,0
33.10038082919744,0
33.82785845161224,0
33.86531169821953,0
33.88200311095002,0
33.91231577123624,1
33.917270864669995,0
33.99325692129514,0
33.9992829056667,0
34.02964099304786,0
34.034386793598664,0
34.09271622902173,0
34.26269889436906,0
34.33109198842065,0
34.4100922312349,0
34.45077489174537,0
34.471066801893706,0
34.4746514368255,0
34.4749538175086,0
34.47694290446663,0
34.49581420252333,0
34.50949277407128,1
34.526642786554845,0
34.527998675809975,0
34.52980622431289,1
34.54249105122681,0
34.543172445125045,0
34.54778094916137,0
34.54986684394327,0
34.58983515035738,0
34.61422869671857,0
34.64868082453054,0
34.66445852918128,0
34.666135240144044,0
34.717979557311786,0
34.82284508031578,1
34.84167282744965,0
34.85360331160449,0
34.855274049359735,0
34.87404028346848,0
34.88503582517226,0
34.895251778163775,1
34.90445991524944,1
34.90454057468545,0
34.912554815278675,0
34.91451137107628,1
34.92858959218645,1
34.935045340188765,1
34.93956802103789,0
34.945483205477764,0
34.94701162283437,1
34.94836965422287,0
34.948664878302935,1
34.95179583693864,0
34.951823926505334,1
34.95383842705671,1
34.960190399058305,1
34.96330148296786,0
34.964776635793704,1
34.97507289910049,0
34.98136572316694,1
34.98180120391202,1
34.98225435439409,0
34.99514136140959,0
34.9963423830869,0
34.99867408784314,0
35.002710462877936,0
35.02162628581956,1
35.023100809954684,0
35.02743736015597,0
35.02771959087588,1
35.02966778610367,0
35.035990966637044,0
35.03613342067184,1
35.05191699740384,0
35.058083689930044,1
35.079654030895036,1
35.1004726513261,1
35.18147616660019,1
35.18251781475532,1
35.185406510345715,0
35.186981675841594,1
35.19357977546133,1
35.19561965821374,1
35.19592407898055,1
35.19940401268976,1
35.204569322106444,1
35.20656678570565,1
35.211286682462124,0
35.212331078327665,0
35.212959533177205,1
35.21867050950181,1
35.21904411277518,1
35.22641040789345,1
35.22694514257672,1
35.23546129654405,0
35.23558602344376,0
35.23995600164625,0
35.24055610396972,1
35.24320974765202,0
35.24971987851701,1
35.25015029260945,1
35.25251658703899,1
35.25289083387632,1
35.25508427919439,1
35.25656914138452,1
35.25823563100466,1
35.25868261218239,1
35.25881983693242,0
35.26427212350301,1
35.26667163785362,1
35.26923953761792,0
35.27023503035758,1
35.27066057549137,1
35.27204250553298,1
35.27204250553298,1
35.272141510765174,1
35.27902735105471,1
35.28200393484825,1
35.28324503251216,0
35.28374806984944,1
35.285968930490846,1
35.28935480122921,1
35.28944587111402,1
35.291003496863866,0
35.29174601174658,1
35.294298417090275,0
35.29599325938578,1
35.29653037534005,1
35.296671395362026,1
35.296849867728874,0
35.297827938931235,1
35.297827938931235,1
35.30252683654927,1
35.3029471265663,1
35.305620141687754,1
35.30628930351784,1
35.31019260325585,1
35.31092376170172,1
35.31104254565461,1
35.31104254565461,1
35.311561066113164,1
35.31193173728623,1
35.314312143625735,1
35.315050387124124,1
35.31786124185399,0
35.32112065668376,1
35.321978333100915,1
35.323133754402086,0
35.32424209815804,0
35.32542997584525,1
35.329276161736,1
35.330126488055555,1
35.33097450800937,1
35.331126408703156,0
35.33267559277146,0
35.34111850967161,1
35.343355193733345,1
35.34615727632285,1
35.34626944550568,1
35.34708854369694,1
35.3499265643227,1
35.35047901776958,1
35.35064953612492,1
35.35596699766996,1
35.35652052791545,1
35.35780678274112,0
35.3581354937413,1
35.36011387615463,0
35.36595002249321,1
35.36725950453148,1
35.37176596657706,0
35.37375382664732,1
35.37445930737949,1
35.37630386125578,0
35.38385623857838,0
35.38647784503392,1
35.38844262413266,1
35.40302782591872,1
35.404560848240685,1
35.404560848240685,1
35.404560848240685,1
35.40645588031131,1
35.436152518893,1
35.43641635310591,1
35.441420777724616,1
35.44212518144725,1
35.443965555948694,1
35.45300217263675,1
35.453785582419016,1
35.45456273626072,1
